UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	157
4	240
4	30
0	42
238	0
70	0
0	16
16	17
1	544
192	552
0	543
362	0
190	0
0	1
0	1
13	497
11	494
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	56
0	56
151	107
0	75
63	4
47	51
0	51
229	0
27	318
1	318
11	33
0	33
2	26
0	5
0	26
56	601
0	290
265	0
7	0
83	0
263	0
322	147
0	147
1	46
0	46
0	3
26	2
2	1
10	18
0	3
0	15
0	6
0	2
0	6
138	47
5	16
0	47
5	764
48	242
0	764
0	238
0	31
25	86
0	86
0	0
0	0
0	0
0	60
4	60
0	407
0	391
1	7
0	7
871	17
0	0
16	0
54	0
0	3
7	3
0	0
0	0
0	72
0	72
0	69
0	69
1	12
199	0
14	50
0	6
2	37
1	25
41	0
1	205
0	101
3	205
0	70
40	70
0	0
0	0
0	0
10	0
0	142
114	191
0	191
3	18
3	0
5	71
250	101
0	82
667	58
0	55
1	93
0	82
209	102
1	23
474	23
0	1
220	229
7	191
171	0
2618	0
0	0
0	0
3	0
8	443
0	1334
0	441
0	1338
1	464
6	175
0	14
18	14
0	2
0	3
2	3
0	540
0	537
0	546
59	237
0	402
0	600
1	599
0	601
1	88
0	88
1	0
4	0
49	0
8	724
1	52
0	724
3	82
0	0
0	0
10	45
7	45
6	9
1	8
12	290
9	290
942	0
194	0
13	19
0	15
10	15
1	53
0	72
0	174
448	227
0	33
0	35
255	52
0	35
0	227
2	227
458	0
5	3035
48	3035
0	10
0	10
11	0
