1	4119713	4120014	2	2	1	1	0	23
1	4147964	4148611	2	2	1	2	0	10
1	4148745	4163854	2	2	1	2	0	20
1	4163942	4170204	2	2	1	2	0	12
1	4170405	4197533	2	2	1	1	0	11
1	4197642	4206659	2	2	1	2	0	7
1	4206838	4226610	2	2	1	1	0	7
1	4226824	4228442	2	2	1	3	0	22
1	4228620	4231052	2	2	1	5	0	18
1	4243263	4243416	2	2	1	1	0	6
1	4243449	4243542	2	2	1	3	0	25
1	4245107	4261526	2	2	1	3	1	16
1	4267621	4284765	2	2	1	1	0	20
1	4352082	4352201	2	2	1	1	0	16
1	4352838	4409169	2	2	1	1	0	19
1	4406820	4409169	2	2	0	1	0	20
1	4492669	4493771	2	4	1	1	0	18
1	4493491	4493771	2	4	1	1	0	5
1	4774517	4777524	2	2	1	2	0	17
1	4776802	4777524	2	2	1	33	2	21
1	4777649	4782567	2	2	1	16	0	23
1	4782734	4783950	2	2	1	39	0	24
1	4784106	4785572	2	2	1	13	0	23
1	4807983	4808454	1	1	1	5	0	15
1	4808487	4828583	1	1	1	7	0	20
1	4828650	4830267	1	1	1	14	0	23
1	4830316	4832310	1	1	1	9	0	21
1	4832369	4841106	1	3	1	0	4	3
1	4832382	4837000	1	1	1	14	0	22
1	4837075	4839386	1	1	1	13	1	25
1	4837075	4840955	1	1	1	1	0	10
1	4839489	4840955	1	1	1	17	0	25
1	4841133	4844962	1	1	1	3	10	20
1	4857977	4867469	1	1	1	0	18	24
1	4867533	4878026	1	1	1	7	12	24
1	4878133	4886743	1	1	1	0	19	23
1	4886832	4889456	1	1	1	0	17	25
1	4886832	4889459	1	1	0	2	0	19
1	4889603	4890739	1	1	1	0	19	25
1	4890797	4891914	1	5	1	0	15	24
1	4892070	4893416	1	1	1	16	3	23
1	4893564	4894933	1	1	1	0	18	25
1	4895006	4896355	1	1	1	0	18	25
1	5083279	5084416	1	1	1	2	1	22
1	5083626	5084416	1	1	1	1	0	6
1	5084564	5089008	1	1	1	4	0	17
1	5089112	5093362	1	1	1	5	0	25
1	5093453	5095614	1	1	1	5	1	12
1	5095729	5098028	1	1	1	16	0	25
1	5098134	5101069	1	1	1	4	1	21
1	5098134	5117389	1	1	1	3	0	25
1	5101124	5117389	1	1	1	9	0	25
1	5117488	5124276	1	1	1	11	0	23
1	5124470	5133083	1	1	1	12	0	25
1	5133263	5135811	1	1	1	8	0	23
1	5135938	5143749	1	1	1	15	0	22
1	5143852	5149947	1	1	1	4	0	10
1	5150062	5162104	1	1	1	8	0	25
1	6214958	6227939	1	1	1	3	0	25
1	6228050	6229958	1	1	1	6	0	22
1	6230074	6233960	1	1	1	1	5	20
1	6234088	6234228	1	1	1	3	0	21
1	6234400	6238261	1	1	1	3	0	20
1	6238465	6239951	1	1	1	13	6	22
1	6240379	6244104	1	1	1	0	11	23
