UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	3
0	0
0	0
0	0
0	0
0	0
0	0
0	3
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
0	0
3	0
8	0
4	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
2	0
1	0
0	0
10	2
0	101
7	105
0	6
0	22
257	0
59	146
0	743
861	743
4	1100
555	1150
0	1142
655	0
784	0
1	12
0	12
172	14005
10	14087
13	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	44
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	101
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	99
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	93
1	99
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	427
0	427
104	62
1	51
3907	17
155	136
0	136
383	0
106	1494
9	1494
39	166
0	166
1	167
0	42
0	167
73	221
1	83
439	0
3	0
97	0
559	0
1449	212
0	210
6	127
0	127
0	371
2069	326
160	295
490	887
4	79
4	808
1	49
0	22
0	39
165	87
1	16
0	87
11	4167
1171	2614
0	4165
0	2557
0	1145
1144	2307
0	2307
0	0
0	0
0	0
0	459
63	459
0	962
0	941
72	300
12	249
6834	2
9	0
96	0
187	0
0	3
107	3
0	0
0	0
0	213
5	213
8	66
0	66
0	17
8	0
0	1
0	0
0	1
0	1
5300	0
4	98
0	56
0	98
0	157
56	157
0	0
0	0
0	0
18	31
0	0
251	244
0	244
13	1
396	1
7	157
574	198
0	166
354	44
0	44
0	79
0	73
71	233
0	0
27	0
1	2
629	240
12	211
1225	0
112	0
0	2
0	2
380	0
19	417
0	1568
0	404
0	1581
0	436
6	172
0	294
297	294
1	19
1	89
0	89
0	853
0	827
0	870
312	414
0	867
0	1500
0	1506
0	1506
35	231
2	231
45	1363
1566	1360
37	0
1	79
0	8
0	79
0	10
0	0
3	0
189	208
331	208
0	0
0	0
37	340
16	340
1031	0
195	528
84	0
0	91
59	91
8	153
1	63
0	286
873	439
0	281
0	82
1924	363
0	82
67	875
114	875
