UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
7	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	32
8	41
1	2
1	9
71	0
5	0
0	14
3	14
1	125
44	127
0	125
76	0
662	10
0	0
0	0
0	1
0	0
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	11
0	11
179	235
1	110
109	4
27	56
0	56
183	0
2	67
0	67
5	16
0	16
0	0
0	0
0	0
133	3193
0	1616
234	0
8	0
33	0
517	0
11	5
0	5
4	76
0	76
0	0
4	0
1	0
0	0
0	0
0	0
0	2
0	0
0	1
24	1
0	1
0	1
2	296
29	137
0	294
0	130
0	1
1	1
0	1
0	0
0	0
0	0
0	17
3	17
0	191
1	179
0	2
0	2
617	29
0	0
1	0
3	0
0	0
6	0
0	0
0	0
0	70
0	70
1	129
0	128
0	55
1	0
28	211
1	12
2	145
1	85
4	0
5	482
0	300
6	482
0	194
60	194
0	0
0	0
0	0
0	0
0	504
24	72
0	72
3	7
1	0
2	32
96	53
0	27
874	110
0	108
0	57
0	64
166	74
1	0
3	0
0	0
44	103
2	80
139	0
3378	0
0	0
0	0
11	0
13	171
0	485
0	170
0	486
2	177
2	79
0	10
11	10
0	7
1	25
0	25
0	111
0	111
0	115
9	50
0	236
0	279
1	278
0	279
3	64
0	64
0	4
1	4
0	0
0	3
0	0
0	3
0	0
0	0
0	0
11	23
4	23
5	0
0	0
54	974
43	974
7	0
427	0
5	7
0	60
33	60
4	68
1	74
0	191
346	259
0	218
0	101
862	291
0	101
1	82
0	82
597	0
3	692
12	692
0	28
0	27
2	0
0	10
