UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
9	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	153
5	161
1	16
0	24
315	0
41	103
0	508
499	508
0	1029
423	1050
0	1044
343	0
992	0
4	6
0	6
303	16994
16	16921
5	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	25
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	47
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	47
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	37
0	47
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	706
0	706
139	78
1	66
3866	7
118	190
0	190
719	0
172	1741
15	1741
57	228
0	228
0	85
0	19
1	85
6	234
1	97
654	0
3	0
153	0
791	0
1764	398
0	395
11	166
3	166
0	399
2236	353
222	286
550	876
3	78
3	798
2	12
0	6
0	12
238	125
2	36
0	125
6	5427
1620	3813
0	5426
0	3774
0	1608
1696	3307
0	3307
2	0
0	0
0	0
0	515
75	515
0	1982
0	1961
96	533
28	446
7778	0
6	0
42	0
246	0
0	3
47	3
0	0
0	0
0	253
0	253
9	114
0	114
0	37
12	0
0	2
0	0
0	2
0	2
5423	0
1	92
0	51
0	92
0	172
82	172
0	0
0	0
0	0
9	19
0	0
281	370
0	370
8	4
174	4
2	109
422	147
2	128
376	68
0	68
0	124
0	136
144	468
0	1
22	1
0	0
470	230
17	194
1448	0
291	0
4	3
0	3
430	0
9	543
0	1753
0	517
0	1779
0	575
5	201
0	417
383	417
0	14
0	85
0	85
0	851
0	840
0	876
282	413
0	1876
2	2582
0	2590
0	2591
30	272
4	272
60	1539
1672	1533
32	0
0	86
0	9
0	86
1	12
0	0
3	1
281	353
448	353
0	0
0	0
63	454
31	454
1144	0
232	500
133	0
0	113
48	113
4	150
1	84
3	346
930	496
0	424
0	115
2587	539
0	115
52	1487
