UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
1	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
1	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	87
0	93
0	13
0	17
187	0
27	70
0	319
397	320
1	616
271	626
0	623
231	0
570	0
0	1
0	1
149	9097
8	9106
2	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	19
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	31
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	31
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	25
0	31
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11	372
0	372
74	49
1	36
2218	10
90	136
0	136
371	0
115	1083
4	1083
39	172
0	172
0	65
0	20
0	65
3	132
0	60
415	0
0	0
102	0
406	0
686	195
0	195
9	122
2	122
0	261
1585	235
136	198
347	598
4	46
3	552
0	7
0	3
0	7
120	70
1	11
0	70
4	2895
858	1972
0	2893
0	1932
0	868
954	1863
0	1863
0	0
0	0
0	0
0	270
45	270
0	1213
0	1206
70	316
11	270
4601	1
6	0
33	0
135	0
0	1
51	1
0	0
0	0
0	148
1	148
3	72
0	71
0	20
8	0
0	0
0	0
0	0
0	0
3578	0
0	48
0	27
0	48
0	152
48	152
0	0
0	0
0	0
14	17
0	0
154	155
0	155
3	1
109	1
1	57
242	79
0	68
236	37
0	37
0	68
0	67
57	247
0	2
6	2
0	0
358	180
16	161
921	0
184	0
1	0
0	0
252	0
7	304
0	1046
0	293
0	1063
0	316
7	125
0	216
212	216
0	4
1	42
0	42
0	570
0	584
0	597
184	287
0	1119
0	1512
0	1503
0	1503
15	180
1	180
36	945
903	943
22	0
0	58
0	8
0	58
0	11
0	0
0	1
158	260
284	260
1	0
0	0
36	216
15	216
791	0
204	406
84	0
0	46
32	46
6	142
1	72
0	283
689	425
0	215
0	68
1281	283
0	68
33	749
72	749
313	0
41	3706
