Geneid	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138292.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180300.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180298.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180295.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138286.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138289.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180296.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180294.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180294.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180297.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138294.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138295.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180299.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138288.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138295.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180293.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180298.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180297.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138291.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138291.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138293.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138286.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138293.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138288.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138287.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138294.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180300.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180293.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180299.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138289.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138287.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138290.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138290.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180296.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180295.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138292.unmappedAligned.sortedByCoord.out.bam
ENSDARG00000102141	0	0	129	52	61	68	22	0	102	0	0	71	0	0	0	53	0	90	76	0	70	0	0	62	53	83	90	0	62	0	0	0	70	0	0	65
ENSDARG00000102123	0	0	107	59	0	1	37	0	92	0	0	5	0	0	0	58	0	84	5	0	1	0	0	1	1	3	54	0	68	0	0	0	4	0	0	4
ENSDARG00000114503	0	0	259	136	3	6	67	0	237	0	0	12	0	0	0	127	0	189	12	0	9	0	0	7	2	8	148	0	141	0	0	0	14	0	0	5
ENSDARG00000115971	0	0	3	1	1	1	0	0	4	0	0	0	0	0	0	3	0	1	2	0	1	0	0	0	1	1	4	0	2	0	0	0	2	0	0	0
ENSDARG00000098311	0	0	90	47	24	34	14	0	83	0	0	23	0	0	0	58	0	47	29	0	27	0	0	32	25	17	55	0	32	0	0	0	28	0	0	17
ENSDARG00000104839	0	0	20	7	0	0	14	0	8	0	0	0	0	0	0	11	0	14	1	0	1	0	0	0	0	1	10	0	22	0	0	0	1	0	0	0
ENSDARG00000100143	0	0	735	301	67	165	141	0	568	0	0	145	0	0	0	366	0	417	234	0	203	0	0	80	70	211	467	0	268	0	0	0	194	0	0	165
ENSDARG00000102474	0	0	554	300	25	49	190	0	512	0	0	40	0	0	0	272	0	374	40	0	54	0	0	19	21	39	346	0	417	0	0	0	43	0	0	45
ENSDARG00000104049	0	0	53	45	52	48	18	0	62	0	0	41	0	0	0	28	0	52	54	0	51	0	0	64	42	59	34	0	57	0	0	0	50	0	0	60
ENSDARG00000102226	0	0	27	9	163	24	19	0	12	0	0	46	0	0	0	17	0	15	53	0	34	0	0	162	180	34	4	0	17	0	0	0	32	0	0	26
ENSDARG00000103095	0	0	156	73	78	50	55	0	144	0	0	51	0	0	0	71	0	133	42	0	52	0	0	58	68	32	74	0	102	0	0	0	40	0	0	45
ENSDARG00000102128	0	0	124	57	254	103	71	0	67	0	0	103	0	0	0	50	0	75	138	0	114	0	0	261	267	96	66	0	97	0	0	0	126	0	0	90
ENSDARG00000110470	0	0	566	243	1	5	134	0	505	0	0	9	0	0	0	242	0	377	5	0	1	0	0	0	0	0	412	0	260	0	0	0	2	0	0	1
ENSDARG00000100422	0	0	1193	546	1	5	276	0	1209	0	0	9	0	0	0	617	0	779	8	0	3	0	0	0	3	8	915	0	440	0	0	0	4	0	0	4
ENSDARG00000104632	0	0	55	36	0	0	51	0	58	0	0	1	0	0	0	44	0	64	2	0	0	0	0	0	0	0	39	0	68	0	0	0	0	0	0	0
ENSDARG00000100660	0	0	80	47	237	137	34	0	77	0	0	159	0	0	0	40	0	62	156	0	159	0	0	206	241	147	43	0	80	0	0	0	165	0	0	116
ENSDARG00000113107	0	0	10	6	43	38	12	0	18	0	0	37	0	0	0	5	0	24	28	0	41	0	0	48	54	38	9	0	20	0	0	0	45	0	0	32
ENSDARG00000099787	0	0	12	3	20	3	4	0	6	0	0	5	0	0	0	1	0	6	1	0	4	0	0	15	21	3	3	0	13	0	0	0	3	0	0	2
ENSDARG00000112451	0	0	78	29	171	50	16	0	77	0	0	46	0	0	0	33	0	62	59	0	30	0	0	135	141	54	42	0	33	0	0	0	51	0	0	43
ENSDARG00000070546	0	0	1147	751	4	175	1287	0	1237	0	0	89	0	0	0	626	0	1209	91	0	96	0	0	7	3	72	685	0	3442	0	0	0	178	0	0	146
ENSDARG00000045914	0	0	2231	1090	2616	2620	1279	0	2177	0	0	2591	0	0	0	1071	0	2564	2985	0	3053	0	0	2657	2331	2827	1481	0	3074	0	0	0	2903	0	0	2879
ENSDARG00000045913	0	0	229	105	265	143	129	0	192	0	0	89	0	0	0	80	0	235	155	0	142	0	0	285	263	86	127	0	329	0	0	0	138	0	0	93
ENSDARG00000045911	0	0	644	289	152	149	90	0	520	0	0	167	0	0	0	307	0	257	175	0	213	0	0	227	123	258	415	0	266	0	0	0	131	0	0	159
ENSDARG00000045910	0	0	248	143	810	354	114	0	223	0	0	414	0	0	0	121	0	249	394	0	390	0	0	632	764	327	152	0	290	0	0	0	401	0	0	330
ENSDARG00000045909	0	0	59	26	1	5	10	0	45	0	0	5	0	0	0	26	0	26	2	0	9	0	0	1	0	4	65	0	20	0	0	0	4	0	0	5
ENSDARG00000025073	0	0	3998	2394	968	1317	4453	0	4414	0	0	1188	0	0	0	2368	0	8748	1342	0	1544	0	0	854	940	1246	2842	0	9836	0	0	0	1364	0	0	1363
ENSDARG00000084828	0	0	114	39	1	13	32	0	83	0	0	15	0	0	0	51	0	47	6	0	8	0	0	0	0	7	57	0	86	0	0	0	16	0	0	3
ENSDARG00000095951	0	0	1	4	4	3	1	0	2	0	0	10	0	0	0	3	0	4	4	0	6	0	0	6	5	5	2	0	4	0	0	0	1	0	0	4
ENSDARG00000093924	0	0	3	4	6	3	3	0	2	0	0	2	0	0	0	2	0	0	3	0	4	0	0	7	5	0	1	0	0	0	0	0	3	0	0	2
ENSDARG00000108269	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000084451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000031737	0	0	1	0	5	2	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	3	8	0	3	0	0	0	0	0	3	0	0	0
ENSDARG00000099652	0	0	1468	742	807	866	488	0	1342	0	0	901	0	0	0	680	0	1217	1005	0	974	0	0	792	704	996	934	0	995	0	0	0	814	0	0	980
ENSDARG00000101047	0	0	104	75	48	62	56	0	119	0	0	50	0	0	0	59	0	118	74	0	74	0	0	57	34	76	75	0	152	0	0	0	58	0	0	55
ENSDARG00000102104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSDARG00000099833	0	0	64	25	123	103	27	0	60	0	0	62	0	0	0	25	0	58	119	0	116	0	0	108	149	83	33	0	70	0	0	0	94	0	0	69
ENSDARG00000103870	0	0	30	17	3	22	12	0	31	0	0	29	0	0	0	15	0	34	16	0	43	0	0	2	3	23	17	0	23	0	0	0	22	0	0	24
ENSDARG00000096118	0	0	55	29	122	33	43	0	54	0	0	32	0	0	0	33	0	117	24	0	18	0	0	110	104	26	48	0	153	0	0	0	30	0	0	22
ENSDARG00000045900	0	0	138	81	119	111	55	0	93	0	0	100	0	0	0	73	0	129	116	0	105	0	0	149	118	100	95	0	94	0	0	0	102	0	0	72
ENSDARG00000016968	0	0	522	301	1553	685	408	0	531	0	0	705	0	0	0	274	0	866	750	0	609	0	0	1496	1338	574	375	0	958	0	0	0	681	0	0	588
ENSDARG00000102878	0	0	89	46	311	142	41	0	81	0	0	130	0	0	0	40	0	82	123	0	181	0	0	244	324	149	43	0	94	0	0	0	114	0	0	145
ENSDARG00000059311	0	0	50	28	22	11	9	0	57	0	0	10	0	0	0	17	0	20	9	0	11	0	0	19	29	18	29	0	28	0	0	0	9	0	0	21
ENSDARG00000017386	0	0	182	96	173	92	32	0	181	0	0	108	0	0	0	102	0	107	87	0	46	0	0	169	173	55	122	0	79	0	0	0	83	0	0	45
ENSDARG00000045898	0	0	496	350	1	1268	338	0	386	0	0	1137	0	0	0	206	0	439	1272	0	1040	0	0	0	2	1189	227	0	751	0	0	0	1231	0	0	1184
ENSDARG00000006060	0	0	667	323	3	70	195	0	643	0	0	50	0	0	0	315	0	576	60	0	19	0	0	4	1	43	466	0	548	0	0	0	50	0	0	65
ENSDARG00000113105	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSDARG00000103050	0	0	0	0	0	1	0	0	2	0	0	4	0	0	0	1	0	2	0	0	0	0	0	2	1	2	1	0	0	0	0	0	1	0	0	0
ENSDARG00000070535	0	0	88	25	0	7	52	0	51	0	0	5	0	0	0	22	0	83	3	0	0	0	0	0	2	1	37	0	161	0	0	0	1	0	0	2
ENSDARG00000013789	0	0	7	4	16	7	1	0	8	0	0	11	0	0	0	2	0	5	13	0	7	0	0	14	20	7	6	0	7	0	0	0	6	0	0	8
ENSDARG00000063686	0	0	75	58	378	94	53	0	60	0	0	87	0	0	0	45	0	112	94	0	78	0	0	324	315	86	44	0	124	0	0	0	98	0	0	67
ENSDARG00000087962	0	0	474	209	377	119	166	0	342	0	0	113	0	0	0	173	0	381	129	0	82	0	0	337	291	88	264	0	457	0	0	0	108	0	0	78
ENSDARG00000099313	0	0	154	66	248	39	80	1	140	0	0	37	2	1	0	65	0	163	67	0	56	0	0	291	216	75	100	0	249	0	0	0	54	0	0	43
ENSDARG00000103102	0	0	5	0	2	2	1	0	3	0	0	0	0	0	0	2	0	1	1	0	2	0	0	1	0	2	5	0	1	0	0	0	0	0	0	2
ENSDARG00000104018	0	0	554	270	281	145	223	0	530	0	0	151	0	0	0	242	0	468	181	0	160	0	0	292	307	153	390	0	520	0	0	0	179	0	0	124
ENSDARG00000102157	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000098612	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSDARG00000102340	0	0	8	1	0	1	1	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	5	0	4	0	0	0	0	0	0	0
ENSDARG00000111388	0	0	374	190	216	329	133	0	337	0	0	274	0	0	0	172	0	324	322	0	320	0	0	214	174	293	232	0	312	0	0	0	332	0	0	333
ENSDARG00000025601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000063672	0	0	336	182	377	232	175	0	316	0	0	260	0	0	0	150	0	335	309	0	213	0	0	495	368	246	237	0	392	0	0	0	281	0	0	205
ENSDARG00000018149	0	0	1178	670	25	761	368	0	1182	0	0	884	0	0	0	567	0	1213	717	0	497	0	0	9	20	660	796	0	1080	0	0	0	631	0	0	826
ENSDARG00000095920	0	0	0	0	51	5	0	0	0	0	0	9	0	0	0	1	0	0	15	0	11	0	0	63	35	14	0	0	0	0	0	0	5	0	0	3
ENSDARG00000045886	0	0	1059	527	168	801	318	0	1002	0	0	678	0	0	0	504	0	1113	777	0	747	0	0	308	151	769	687	0	901	0	0	0	731	0	0	905
ENSDARG00000045885	0	0	1829	952	2398	1847	674	0	1640	0	0	1612	0	0	0	788	0	1729	2539	0	2673	0	0	2532	2322	2520	1113	0	1718	0	0	0	1992	0	0	2241
ENSDARG00000007413	0	0	1689	759	332	537	293	0	1466	0	0	678	0	0	0	805	0	1043	532	0	435	0	0	324	267	438	1014	0	786	0	0	0	492	0	0	330
ENSDARG00000097341	0	0	15	6	2	4	5	0	14	0	0	6	0	0	0	5	0	6	7	0	5	0	0	5	0	6	11	0	8	0	0	0	9	0	0	4
ENSDARG00000045880	0	0	124	70	317	59	46	0	121	0	0	103	0	0	0	55	0	89	65	0	56	0	0	503	327	55	84	0	94	0	0	0	71	0	0	41
ENSDARG00000009657	0	0	325	162	515	304	183	0	302	0	0	381	0	0	0	139	0	339	330	0	303	0	0	377	470	243	182	0	437	0	0	0	367	0	0	289
ENSDARG00000093658	0	0	258	121	1310	257	55	0	230	0	0	284	0	0	0	132	0	175	278	0	828	0	0	1073	1106	586	154	0	209	0	0	0	273	0	0	691
ENSDARG00000026839	0	0	120	80	278	154	90	0	130	0	0	209	0	0	0	68	0	174	208	0	122	0	0	263	247	141	76	0	236	0	0	0	154	0	0	143
ENSDARG00000016979	0	0	123	71	76	87	70	0	127	0	0	90	0	0	0	53	0	153	80	0	69	0	0	61	60	63	86	0	159	0	0	0	85	0	0	61
ENSDARG00000070477	0	0	492	255	867	331	177	0	398	0	0	570	0	0	0	234	0	376	369	0	236	0	0	859	809	235	332	0	418	0	0	0	350	0	0	251
ENSDARG00000045878	0	0	357	210	695	117	249	0	305	0	0	139	0	0	0	183	0	381	146	0	68	0	0	660	626	112	242	0	605	0	0	0	98	0	0	56
ENSDARG00000045877	0	0	869	450	1004	504	481	0	793	0	0	686	0	0	0	427	0	1001	541	0	361	0	0	939	838	349	550	0	1213	0	0	0	489	0	0	383
ENSDARG00000079391	0	0	127	96	32	42	158	0	137	0	0	49	0	0	0	67	0	298	52	0	50	0	0	41	35	33	91	0	405	0	0	0	39	0	0	30
ENSDARG00000015921	0	0	447	249	451	364	188	0	413	0	0	330	0	0	0	197	0	500	224	0	288	0	0	325	423	183	247	0	538	0	0	0	367	0	0	236
ENSDARG00000099520	0	0	1	1	3	0	0	0	2	0	0	1	0	0	0	0	0	2	1	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0
ENSDARG00000061544	0	0	31	18	4	38	4	0	23	0	0	28	0	0	0	17	0	13	46	0	71	0	0	13	5	78	20	0	13	0	0	0	40	0	0	73
ENSDARG00000020812	0	0	4	2	2	7	0	0	1	0	0	3	0	0	0	2	0	5	2	0	3	0	0	8	4	2	2	0	3	0	0	0	3	0	0	2
ENSDARG00000094007	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	4	0	0	3	0	0	0	0	1	0	0	1	0	1	0	0	0	2	0	0	0
ENSDARG00000093685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000059196	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	2	1	0	0	1	0	0	0	1	0	0	2
ENSDARG00000009262	0	0	29	22	37	130	6	0	15	0	0	99	0	0	0	18	0	25	84	0	129	0	0	26	24	63	19	0	30	0	0	0	103	0	0	117
ENSDARG00000018618	0	0	1937	1038	920	889	788	0	1750	0	0	884	0	0	0	946	0	1935	1001	0	931	0	0	834	969	844	1213	0	1837	0	0	0	939	0	0	830
ENSDARG00000045874	0	0	242	141	197	467	175	0	225	0	0	475	0	0	0	119	0	316	429	0	433	0	0	237	198	428	141	0	506	0	0	0	528	0	0	474
ENSDARG00000057468	0	0	5	3	360	78	3	0	9	0	0	114	0	0	0	5	0	6	110	0	85	0	0	389	289	67	7	0	7	0	0	0	97	0	0	52
ENSDARG00000045873	0	0	252	114	0	163	43	0	179	0	0	153	0	0	0	98	0	200	151	0	150	0	0	2	1	153	133	0	149	0	0	0	184	0	0	139
ENSDARG00000079143	0	0	57	33	74	45	15	0	60	0	0	21	0	0	0	38	0	38	34	0	20	0	0	75	62	26	38	0	37	0	0	0	31	0	0	21
ENSDARG00000057714	0	0	419	232	1	12	161	0	401	0	0	9	0	0	0	146	0	260	9	0	4	0	0	0	1	4	277	0	354	0	0	0	5	0	0	2
ENSDARG00000045224	0	0	72	34	6	15	2	0	70	0	0	21	0	0	0	33	0	14	13	0	20	0	0	7	6	17	41	0	8	0	0	0	26	0	0	20
ENSDARG00000011246	0	0	294	191	346	705	190	0	305	0	0	705	0	0	0	157	0	423	628	0	664	0	0	352	345	540	195	0	624	0	0	0	748	0	0	624
ENSDARG00000053709	0	0	17	10	6	11	4	0	21	0	0	20	0	0	0	9	0	8	10	0	10	0	0	1	2	10	11	0	8	0	0	0	13	0	0	18
ENSDARG00000099129	0	0	42	26	75	145	38	0	38	0	0	118	0	0	0	19	0	39	53	0	353	0	0	72	57	119	32	0	72	0	0	0	144	0	0	253
ENSDARG00000101813	0	0	2033	1009	4009	2606	793	0	1666	0	0	2594	0	0	0	843	0	1895	2432	0	3243	0	0	3417	3647	2718	1237	0	1894	0	0	0	2641	0	0	3126
ENSDARG00000039724	0	0	310	168	47	73	81	0	281	0	0	50	0	0	0	137	0	229	61	0	68	0	0	21	49	67	182	0	195	0	0	0	59	0	0	60
ENSDARG00000070441	0	0	366	199	616	239	148	0	319	0	0	269	0	0	0	185	0	378	300	0	429	0	0	600	590	353	228	0	398	0	0	0	282	0	0	366
ENSDARG00000011961	0	0	112	67	101	61	38	0	104	0	0	66	0	0	0	76	0	124	76	0	103	0	0	89	106	76	95	0	120	0	0	0	63	0	0	65
ENSDARG00000008986	0	0	411	235	3	656	255	0	409	0	0	803	0	0	0	159	0	390	895	0	1708	0	0	10	5	1303	265	0	721	0	0	0	575	0	0	938
ENSDARG00000008235	0	0	193	119	473	236	156	0	216	0	0	238	0	0	0	126	0	225	276	0	306	0	0	426	380	295	134	0	323	0	0	0	277	0	0	260
ENSDARG00000107595	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSDARG00000004592	0	0	51	16	0	8	1	0	36	0	0	7	0	0	0	19	0	15	8	0	16	0	0	0	0	10	32	0	9	0	0	0	11	0	0	12
ENSDARG00000006567	0	0	91	65	115	181	55	0	74	0	0	187	0	0	0	41	0	127	139	0	133	0	0	122	141	133	52	0	154	0	0	0	170	0	0	133
ENSDARG00000016231	0	0	167	108	128	106	110	0	165	0	0	105	0	0	0	99	0	224	95	0	132	0	0	98	118	117	125	0	324	0	0	0	101	0	0	126
ENSDARG00000016749	0	0	30	11	201	53	8	0	26	0	0	69	0	0	0	5	0	17	90	0	93	0	0	290	193	74	11	0	27	0	0	0	78	0	0	64
ENSDARG00000004227	0	0	18	9	42	16	5	0	18	0	0	12	0	0	0	12	0	9	5	0	10	0	0	20	34	7	18	0	4	0	0	0	15	0	0	9
ENSDARG00000006038	0	0	692	330	745	754	299	0	623	0	0	914	0	0	0	343	0	657	864	0	710	0	0	675	769	757	446	0	783	0	0	0	888	0	0	723
ENSDARG00000045870	0	0	213	93	394	211	45	0	194	0	0	236	0	0	0	99	0	128	299	0	202	0	0	446	423	210	118	0	89	0	0	0	246	0	0	127
ENSDARG00000098551	0	0	15	12	5	0	2	0	10	0	0	1	0	0	0	9	0	15	2	0	3	0	0	4	7	2	11	0	3	0	0	0	0	0	0	0
ENSDARG00000060248	0	0	22	8	1803	356	4	0	9	0	0	350	0	0	0	1	0	7	416	0	435	0	0	1790	1552	349	12	0	7	0	0	0	348	0	0	290
ENSDARG00000017757	0	0	40	17	569	48	10	0	34	0	0	90	0	0	0	10	0	33	60	0	43	0	0	558	447	37	26	0	27	0	0	0	55	0	0	37
ENSDARG00000030598	0	0	106	54	0	3	31	0	90	0	0	1	0	0	0	46	0	113	5	0	1	0	0	0	0	6	46	0	82	0	0	0	4	0	0	3
ENSDARG00000077356	0	0	1	1	3	0	0	0	1	0	0	1	0	0	0	2	0	7	5	0	2	0	0	1	6	1	3	0	1	0	0	0	3	0	0	0
ENSDARG00000097907	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000089860	0	0	35	18	78	14	13	0	34	0	0	22	0	0	0	17	0	18	22	0	13	0	0	64	60	7	27	0	15	0	0	0	18	0	0	9
ENSDARG00000097073	0	0	9	2	0	2	0	0	3	0	0	7	0	0	0	6	0	2	6	0	3	0	0	1	2	4	5	0	1	0	0	0	4	0	0	3
ENSDARG00000039843	0	0	223	120	163	407	101	0	209	0	0	380	0	0	0	99	0	199	369	0	167	0	0	120	140	194	148	0	338	0	0	0	370	0	0	243
ENSDARG00000077654	0	0	6	3	6	10	0	0	7	0	0	12	0	0	0	1	0	4	7	0	3	0	0	10	8	5	4	0	7	0	0	0	11	0	0	6
ENSDARG00000112842	0	0	0	1	0	12	0	0	0	0	0	6	0	0	0	0	0	2	8	0	1	0	0	0	0	6	1	0	0	0	0	0	7	0	0	0
ENSDARG00000070414	0	0	0	0	0	4	0	0	1	0	0	3	0	0	0	0	0	0	5	0	1	0	0	0	0	4	0	0	0	0	0	0	3	0	0	3
ENSDARG00000033296	0	0	26	8	0	1	4	0	14	0	0	0	0	0	0	14	0	28	0	0	0	0	0	0	0	1	18	0	4	0	0	0	0	0	0	0
ENSDARG00000006283	0	0	277	164	434	233	146	0	272	0	0	318	0	0	0	144	0	302	276	0	205	0	0	448	414	224	165	0	441	0	0	0	244	0	0	171
ENSDARG00000045864	0	0	1	0	0	4	2	0	4	0	0	1	0	0	0	4	0	2	0	0	1	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0
ENSDARG00000045863	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	4	0	0	3	0	0	0	1	0	0	0
ENSDARG00000093470	0	0	0	0	12	4	0	0	0	0	0	3	0	0	0	1	0	1	3	0	0	0	0	18	16	2	0	0	1	0	0	0	2	0	0	3
ENSDARG00000105162	0	0	2	1	0	1	5	0	3	0	0	6	0	0	0	1	0	3	3	0	3	0	0	1	0	3	4	0	2	0	0	0	3	0	0	2
ENSDARG00000107526	0	0	10	4	0	5	4	0	12	0	0	8	0	0	0	6	0	15	5	0	14	0	0	0	0	4	4	0	13	0	0	0	4	0	0	7
ENSDARG00000016691	0	0	367	200	1595	1042	437	0	331	0	0	1232	0	0	0	157	0	637	999	0	1184	0	0	1354	1419	916	262	0	1122	0	0	0	1005	0	0	1002
ENSDARG00000101363	0	0	32	9	0	8	1	0	22	0	0	4	0	0	0	7	0	11	10	0	2	0	0	3	0	1	15	0	7	0	0	0	3	0	0	2
ENSDARG00000095042	0	0	1	2	2	2	0	0	1	0	0	1	0	0	0	2	0	3	0	0	1	0	0	4	2	0	5	0	2	0	0	0	1	0	0	1
ENSDARG00000100963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000115613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000059043	0	0	18	6	0	0	7	0	5	0	0	1	0	0	0	10	0	13	0	0	0	0	0	0	0	1	11	0	11	0	0	0	0	0	0	1
ENSDARG00000075281	0	0	123	48	145	75	46	0	104	0	0	79	0	0	0	48	0	95	69	0	48	0	0	134	112	80	83	0	96	0	0	0	65	0	0	40
ENSDARG00000023766	0	0	123	74	95	24	59	0	111	0	0	26	0	0	0	41	0	132	40	0	56	0	0	144	86	61	77	0	188	0	0	0	30	0	0	49
ENSDARG00000097286	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000039356	0	0	153	56	681	282	43	0	120	0	0	332	0	0	0	40	0	143	260	0	434	0	0	513	597	235	86	0	125	0	0	0	307	0	0	278
ENSDARG00000059064	0	0	304	145	980	256	121	0	277	0	0	384	0	0	0	162	0	335	249	0	379	0	0	852	880	348	193	0	323	0	0	0	216	0	0	312
ENSDARG00000099725	0	0	13	4	0	0	0	0	8	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0
