Geneid	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138292.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180300.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180298.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180295.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138286.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138289.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180296.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180294.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180294.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180297.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138294.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138295.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180299.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138288.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138295.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180293.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180298.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180297.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138291.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138291.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138293.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138286.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138293.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138288.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138287.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138294.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180300.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180293.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180299.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138289.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138287.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138290.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138290.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180296.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180295.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138292.unmappedAligned.sortedByCoord.out.bam
ENSDARG00000101438	0	0	146	86	423	116	63	0	146	0	0	123	0	0	0	70	0	175	171	0	271	0	0	436	455	233	88	0	177	0	0	0	121	0	0	199
ENSDARG00000091003	0	0	13	6	0	5	6	0	16	0	0	30	0	0	0	5	0	9	30	0	36	0	0	0	2	42	10	0	18	0	0	0	16	0	0	13
ENSDARG00000103553	0	0	4833	2812	5245	4558	3010	0	4504	0	0	4315	0	0	0	2343	0	6355	5235	0	6846	0	0	5047	4994	6035	2881	0	7523	0	0	0	5298	0	0	6303
ENSDARG00000109897	0	0	3	0	0	3	0	0	5	0	0	2	0	0	0	6	0	2	2	0	3	0	0	0	0	3	0	0	2	0	0	0	3	0	0	2
ENSDARG00000083268	0	0	2	0	0	2	0	0	2	0	0	1	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
ENSDARG00000080744	0	0	8	4	0	5	0	0	3	0	0	2	0	0	0	1	0	2	1	0	0	0	0	0	0	1	3	0	6	0	0	0	0	0	0	4
ENSDARG00000112898	0	0	126	46	77	15	38	0	103	0	0	23	0	0	0	58	0	77	12	0	17	0	0	48	80	10	70	0	87	0	0	0	26	0	0	13
ENSDARG00000069142	0	0	2315	1327	1918	1026	1242	0	2386	0	0	937	0	0	0	1214	0	3167	1100	0	1525	0	0	1529	1736	1173	1472	0	3146	0	0	0	1119	0	0	1330
ENSDARG00000092925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000094021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000093548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000092639	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	4	0	0	0	0	0	0	0	2	0	0	1
ENSDARG00000108920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000112360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000093239	0	0	7	4	0	1	5	0	4	0	0	1	0	0	0	2	0	2	5	0	0	0	0	2	0	5	2	0	3	0	0	0	0	0	0	0
ENSDARG00000110304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000094658	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSDARG00000114891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000093381	0	0	8	2	2	6	5	0	7	0	0	28	0	0	0	1	0	7	21	0	24	0	0	3	2	57	8	0	8	0	0	0	16	0	0	23
ENSDARG00000092569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000092711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000062756	0	0	45	15	99	34	8	0	50	0	0	65	0	0	0	17	0	24	42	0	79	0	0	46	84	60	24	0	40	0	0	0	41	0	0	56
ENSDARG00000025383	0	0	131	74	668	104	88	0	136	0	0	164	0	0	0	59	0	180	133	0	92	0	0	771	630	87	93	0	264	0	0	0	109	0	0	87
ENSDARG00000003616	0	0	465	205	1274	683	196	0	395	0	0	840	0	0	0	190	0	397	687	0	729	0	0	1147	1110	728	265	0	491	0	0	0	693	0	0	687
ENSDARG00000096323	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000069168	0	0	547	280	1627	250	209	0	441	0	0	338	0	0	0	210	0	462	273	0	122	0	0	1483	1444	118	339	0	634	0	0	0	229	0	0	84
ENSDARG00000033020	0	0	57	26	12	36	32	0	73	0	0	30	0	0	0	31	0	50	26	0	35	0	0	6	6	28	42	0	96	0	0	0	21	0	0	39
ENSDARG00000016038	0	0	161	97	320	112	142	0	133	0	0	134	0	0	0	69	0	204	148	0	95	0	0	365	299	111	104	0	351	0	0	0	122	0	0	100
ENSDARG00000041429	0	0	284	151	756	406	151	0	240	0	0	614	0	0	0	135	0	341	409	0	539	0	0	660	697	453	170	0	398	0	0	0	399	0	0	472
ENSDARG00000041431	0	0	6	3	1	2	0	0	3	0	0	3	0	0	0	2	0	1	0	0	4	0	0	0	0	2	5	0	3	0	0	0	3	0	0	4
ENSDARG00000096256	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000062721	0	0	476	276	99	85	155	0	394	0	0	85	0	0	0	220	0	404	62	0	48	0	0	109	92	48	251	0	375	0	0	0	66	0	0	55
ENSDARG00000092535	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
ENSDARG00000094232	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSDARG00000069189	0	0	16	10	0	14	2	0	23	0	0	6	0	0	0	4	0	11	17	0	7	0	0	0	0	19	7	0	15	0	0	0	14	0	0	3
ENSDARG00000041450	0	0	2506	1300	1882	1370	1226	0	2376	0	0	1563	0	0	0	1219	0	2521	1647	0	1947	0	0	1891	1767	1686	1539	0	3126	0	0	0	1569	0	0	1628
ENSDARG00000062686	0	0	12	10	3	4	6	0	9	0	0	5	0	0	0	3	0	9	1	0	6	0	0	7	5	1	7	0	17	0	0	0	4	0	0	5
ENSDARG00000108536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000007825	0	0	181	85	172	109	71	0	167	0	0	131	0	0	0	75	0	153	114	0	94	0	0	166	151	87	99	0	201	0	0	0	91	0	0	73
ENSDARG00000083370	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000041182	0	0	13556	7205	2382	3096	8257	0	13442	0	0	3004	0	0	0	6635	0	19910	3334	0	3215	0	0	2160	2154	3040	8901	0	22266	0	0	0	3134	0	0	2988
ENSDARG00000082911	0	0	14	4	0	5	0	0	13	0	0	8	0	0	0	3	0	2	4	0	4	0	0	0	0	7	4	0	5	0	0	0	6	0	0	5
ENSDARG00000082511	0	0	24	8	0	10	8	0	15	0	0	15	0	0	0	15	0	33	15	0	12	0	0	0	0	15	15	0	13	0	0	0	7	0	0	7
ENSDARG00000080636	0	0	6	10	0	6	6	0	7	0	0	6	0	0	0	7	0	10	6	0	3	0	0	0	0	7	9	0	4	0	0	0	10	0	0	6
ENSDARG00000080450	0	0	18	9	1	10	11	0	17	0	0	17	0	0	0	6	0	20	13	0	13	0	0	0	1	14	6	0	22	0	0	0	14	0	0	8
ENSDARG00000110758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080158	0	0	19	3	0	9	6	0	16	0	0	6	0	0	0	3	0	9	6	0	4	0	0	0	0	9	8	0	15	0	0	0	6	0	0	7
ENSDARG00000110617	0	0	18	8	0	5	13	0	19	0	0	2	0	0	0	9	0	16	9	0	7	0	0	0	0	8	13	0	26	0	0	0	3	0	0	7
ENSDARG00000057100	0	0	149	83	404	152	105	0	162	0	0	150	0	0	0	64	0	234	191	0	154	0	0	372	404	169	104	0	275	0	0	0	162	0	0	143
ENSDARG00000016337	0	0	105	45	3	21	10	0	95	0	0	14	0	0	0	41	0	48	16	0	12	0	0	5	4	14	58	0	36	0	0	0	17	0	0	16
ENSDARG00000062476	0	0	171	84	358	207	87	0	141	0	0	275	0	0	0	89	0	195	232	0	228	0	0	290	326	233	131	0	309	0	0	0	226	0	0	267
ENSDARG00000083675	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000031763	0	0	692	340	0	12	175	0	752	0	0	11	0	0	0	347	0	564	17	0	2	0	0	0	1	10	423	0	366	0	0	0	15	0	0	8
ENSDARG00000010207	0	0	71	55	78	19	36	0	92	0	0	22	0	0	0	54	0	64	50	0	44	0	0	199	110	56	56	0	86	0	0	0	17	0	0	16
ENSDARG00000041170	0	0	127	78	736	274	79	0	96	0	0	338	0	0	0	53	0	162	320	0	229	0	0	687	696	249	86	0	238	0	0	0	298	0	0	218
ENSDARG00000015476	0	0	14	6	12	3	2	0	13	0	0	3	0	0	0	4	0	12	5	0	0	0	0	16	11	3	10	0	10	0	0	0	3	0	0	2
ENSDARG00000111588	0	0	18	14	20	1	2	0	14	0	0	6	0	0	0	9	0	11	2	0	0	0	0	27	30	1	13	0	9	0	0	0	2	0	0	1
ENSDARG00000062448	0	0	10	3	0	4	0	0	4	0	0	0	0	0	0	2	0	4	2	0	0	0	0	2	1	4	2	0	3	0	0	0	2	0	0	2
ENSDARG00000062445	0	0	216	92	657	198	54	0	175	0	0	228	0	0	0	81	0	126	232	0	180	0	0	657	558	135	148	0	162	0	0	0	215	0	0	133
ENSDARG00000069246	0	0	1	0	0	3	3	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2
ENSDARG00000041155	0	0	763	394	1636	1246	382	0	615	0	0	1510	0	0	0	305	0	739	1454	0	1188	0	0	1632	1558	1065	498	0	1234	0	0	0	1333	0	0	1131
ENSDARG00000069250	0	0	122	52	529	148	25	0	92	0	0	173	0	0	0	44	0	109	186	0	126	0	0	736	421	166	76	0	71	0	0	0	104	0	0	110
ENSDARG00000117246	0	0	2	1	0	0	0	0	5	0	0	1	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000002787	0	0	2216	1265	417	245	657	0	2112	0	0	358	0	0	0	1069	0	1864	329	0	231	0	0	507	376	205	1391	0	1637	0	0	0	258	0	0	155
ENSDARG00000014943	0	0	1406	759	7760	4221	770	0	1345	0	0	4656	0	0	0	710	0	1780	5159	0	6950	0	0	7527	7094	6207	941	0	1943	0	0	0	4174	0	0	6386
ENSDARG00000041145	0	0	2	2	470	31	0	0	7	0	0	49	0	0	0	1	0	0	31	0	21	0	0	520	413	18	3	0	2	0	0	0	27	0	0	11
ENSDARG00000041140	0	0	165	105	936	158	78	0	144	0	0	250	0	0	0	73	0	210	219	0	122	0	0	827	794	101	105	0	258	0	0	0	223	0	0	79
ENSDARG00000069271	0	0	154	114	310	294	108	0	176	0	0	326	0	0	0	92	0	262	265	0	238	0	0	374	313	202	121	0	273	0	0	0	300	0	0	195
ENSDARG00000041133	0	0	16	10	0	0	4	0	7	0	0	1	0	0	0	7	0	21	1	0	0	0	0	0	0	0	8	0	14	0	0	0	0	0	0	1
ENSDARG00000069274	0	0	261	148	357	279	107	0	245	0	0	353	0	0	0	106	0	214	208	0	166	0	0	351	334	126	134	0	323	0	0	0	266	0	0	200
ENSDARG00000009837	0	0	340	157	391	191	236	0	339	0	0	186	0	0	0	121	0	352	120	0	120	0	0	297	287	94	239	0	651	0	0	0	127	0	0	130
ENSDARG00000062381	0	0	142	74	308	62	65	0	126	0	0	84	0	0	0	61	0	119	63	0	56	0	0	224	227	44	98	0	172	0	0	0	53	0	0	40
ENSDARG00000012718	0	0	7	4	4526	982	1	0	1	0	0	2248	0	0	0	5	0	9	1274	0	1515	0	0	3986	3924	1135	3	0	16	0	0	0	1029	0	0	1101
ENSDARG00000069290	0	0	70	44	175	66	50	0	60	0	0	63	0	0	0	26	0	88	73	0	40	0	0	152	172	47	58	0	124	0	0	0	63	0	0	36
ENSDARG00000062370	0	0	417	230	1316	535	238	0	390	0	0	586	0	0	0	163	0	380	430	0	609	0	0	891	955	434	258	0	656	0	0	0	465	0	0	525
ENSDARG00000041117	0	0	0	2	7	1	2	0	1	0	0	5	0	0	0	0	0	1	2	0	3	0	0	13	12	1	0	0	0	0	0	0	0	0	0	1
ENSDARG00000083973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000004823	0	0	2	2	1912	202	2	0	4	0	0	274	0	0	0	2	0	4	270	0	262	0	0	1706	1742	206	2	0	10	0	0	0	216	0	0	148
ENSDARG00000041107	0	0	8	2	3	17	1	0	8	0	0	13	0	0	0	6	0	9	36	0	19	0	0	0	0	37	1	0	3	0	0	0	37	0	0	17
ENSDARG00000040991	0	0	315	163	117	34	61	0	277	0	0	60	0	0	0	151	0	146	104	0	78	0	0	227	228	74	220	0	112	0	0	0	76	0	0	22
ENSDARG00000022160	0	0	52	23	50	6	13	0	50	0	0	11	0	0	0	22	0	29	12	0	6	0	0	40	41	5	30	0	89	0	0	0	7	0	0	5
ENSDARG00000081644	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSDARG00000062350	0	0	21	4	0	1	4	0	14	0	0	2	0	0	0	8	0	7	1	0	7	0	0	1	3	2	14	0	5	0	0	0	3	0	0	3
ENSDARG00000041092	0	0	10	9	1	1	1	0	13	0	0	1	0	0	0	2	0	9	0	0	0	0	0	0	0	0	10	0	7	0	0	0	1	0	0	0
ENSDARG00000027423	0	0	1892	1028	871	370	551	0	1649	0	0	396	0	0	0	858	0	1403	495	0	519	0	0	829	801	500	1167	0	1534	0	0	0	418	0	0	397
ENSDARG00000092247	0	0	55	30	5	3	4	0	48	0	0	7	0	0	0	25	0	25	7	0	6	0	0	4	2	4	38	0	16	0	0	0	2	0	0	3
ENSDARG00000069321	0	0	1	0	4	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	3	4	0	2	0	0	0	0	0	1	0	0	0
ENSDARG00000041085	0	0	25	16	95	21	14	0	26	0	0	13	0	0	0	14	0	28	58	0	25	0	0	94	94	37	27	0	28	0	0	0	46	0	0	15
ENSDARG00000041083	0	0	17	4	2	2	5	0	14	0	0	3	0	0	0	5	0	2	0	0	3	0	0	7	4	5	6	0	7	0	0	0	3	0	0	4
ENSDARG00000069328	0	0	83	37	599	164	49	0	67	0	0	175	0	0	0	30	0	68	167	0	182	0	0	636	577	152	45	0	88	0	0	0	152	0	0	143
ENSDARG00000041081	0	0	1286	695	3257	2001	528	0	1133	0	0	2452	0	0	0	588	0	1194	1926	0	2208	0	0	3235	3110	1965	771	0	1415	0	0	0	1987	0	0	2093
ENSDARG00000041078	0	0	33	13	5	55	9	0	31	0	0	55	0	0	0	9	0	19	41	0	88	0	0	4	3	47	22	0	22	0	0	0	36	0	0	94
ENSDARG00000107077	0	0	12	5	7	1	2	0	7	0	0	1	0	0	0	1	0	2	5	0	3	0	0	19	17	2	6	0	1	0	0	0	2	0	0	1
ENSDARG00000041073	0	0	5	2	0	1	1	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	3	1	0	6	0	0	0	0	0	0	0
ENSDARG00000041068	0	0	32	20	1187	188	18	0	30	0	0	242	0	0	0	11	0	24	269	0	825	0	0	1208	1121	586	27	0	49	0	0	0	186	0	0	688
ENSDARG00000085890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000041062	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000040942	0	0	2	3	3	0	1	0	2	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1
ENSDARG00000056764	0	0	155	90	626	326	29	0	157	0	0	384	0	0	0	84	0	133	289	0	526	0	0	452	478	458	103	0	75	0	0	0	327	0	0	444
ENSDARG00000056745	0	0	59	24	73	18	14	0	43	0	0	17	0	0	0	20	0	29	6	0	7	0	0	43	28	4	40	0	39	0	0	0	13	0	0	6
ENSDARG00000009482	0	0	0	1	1	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2
ENSDARG00000014634	0	0	1238	669	1932	857	541	0	1040	0	0	874	0	0	0	541	0	1227	786	0	647	0	0	1801	1930	593	727	0	1322	0	0	0	802	0	0	649
ENSDARG00000062269	0	0	412	212	1361	237	179	0	345	0	0	272	0	0	0	148	0	357	257	0	289	0	0	1254	1369	231	255	0	523	0	0	0	195	0	0	162
ENSDARG00000094529	0	0	11	8	0	4	1	0	12	0	0	2	0	0	0	9	0	5	0	0	3	0	0	0	0	2	9	0	3	0	0	0	1	0	0	0
ENSDARG00000056713	0	0	317	208	862	92	71	0	327	0	0	125	0	0	0	174	0	370	40	0	45	0	0	359	570	27	239	0	291	0	0	0	77	0	0	43
ENSDARG00000069368	0	0	3	1	2	1	5	0	6	0	0	1	0	0	0	3	0	10	0	0	4	0	0	8	4	1	4	0	6	0	0	0	2	0	0	3
ENSDARG00000062266	0	0	2392	1293	2342	1632	902	0	2398	0	0	1581	0	0	0	1145	0	2338	1941	0	2402	0	0	2245	2090	2213	1505	0	2392	0	0	0	1730	0	0	2013
ENSDARG00000056531	0	0	761	424	559	360	370	0	633	0	0	372	0	0	0	379	0	899	372	0	324	0	0	488	495	246	462	0	1018	0	0	0	381	0	0	299
ENSDARG00000030512	0	0	191	99	41	38	39	0	166	0	0	59	0	0	0	68	0	83	67	0	53	0	0	198	136	80	102	0	138	0	0	0	61	0	0	46
ENSDARG00000062138	0	0	233	115	706	162	97	0	189	0	0	201	0	0	0	95	0	183	172	0	254	0	0	849	699	190	174	0	203	0	0	0	169	0	0	152
ENSDARG00000069378	0	0	493	282	1344	439	247	0	500	0	0	451	0	0	0	211	0	491	525	0	394	0	0	1261	1135	447	326	0	758	0	0	0	459	0	0	453
ENSDARG00000093518	0	0	2	3	0	5	1	0	2	0	0	7	0	0	0	1	0	0	8	0	7	0	0	0	0	4	3	0	2	0	0	0	9	0	0	2
ENSDARG00000109764	1	1	1	0	0	1	0	4	0	1	2	0	2	0	0	0	2	0	0	2	0	0	3	0	0	0	0	0	0	0	0	2	1	0	0	0
ENSDARG00000069379	0	0	46	39	21	187	40	0	61	0	0	109	0	0	0	27	0	71	169	0	122	0	0	23	18	146	36	0	99	0	0	0	197	0	0	164
ENSDARG00000018301	0	0	9	1	0	5	1	0	4	0	0	3	0	0	0	1	0	1	3	0	3	0	0	0	1	3	3	0	1	0	0	0	3	0	0	4
ENSDARG00000062178	0	0	1016	496	1099	1052	273	0	800	0	0	1305	0	0	0	420	0	766	1157	0	869	0	0	1094	997	777	597	0	737	0	0	0	1103	0	0	789
ENSDARG00000093618	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
ENSDARG00000056621	0	0	4896	2620	8744	16435	1904	0	4347	0	0	16201	0	0	0	2239	0	5113	17637	0	18150	0	0	7969	7959	16485	3046	0	5440	0	0	0	18030	0	0	17544
ENSDARG00000056639	0	0	11	0	1	8	1	0	3	0	0	6	0	0	0	3	0	0	3	0	3	0	0	0	2	5	2	0	0	0	0	0	8	0	0	2
ENSDARG00000056628	0	0	115	70	297	93	69	0	118	0	0	162	0	0	0	58	0	139	100	0	120	0	0	264	229	90	86	0	241	0	0	0	99	0	0	92
ENSDARG00000095086	0	0	217	114	931	651	139	0	193	0	0	749	0	0	0	116	0	271	732	0	708	0	0	822	821	677	150	0	338	0	0	0	730	0	0	626
ENSDARG00000056525	0	0	1039	429	252	137	331	0	789	0	0	127	0	0	0	423	0	982	140	0	71	0	0	209	164	109	638	0	883	0	0	0	103	0	0	81
ENSDARG00000094495	0	0	1	0	0	0	2	0	1	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
ENSDARG00000040901	0	0	5	1	0	0	1	0	3	0	0	1	0	0	0	4	0	1	1	0	0	0	0	0	0	1	3	0	2	0	0	0	2	0	0	1
ENSDARG00000094601	0	0	4	2	0	0	0	0	4	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0
ENSDARG00000056506	0	0	10	1	0	3	0	0	5	0	0	2	0	0	0	5	0	3	0	0	3	0	0	0	0	0	9	0	3	0	0	0	0	0	0	3
ENSDARG00000040902	0	0	6	6	0	3	0	0	13	0	0	2	0	0	0	5	0	3	4	0	6	0	0	0	0	5	7	0	2	0	0	0	2	0	0	3
ENSDARG00000003153	0	0	303	144	859	810	208	0	271	0	0	831	0	0	0	146	0	336	812	0	734	0	0	786	759	682	173	0	468	0	0	0	841	0	0	699
ENSDARG00000013251	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSDARG00000092444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000016676	0	0	127	80	216	58	23	0	113	0	0	74	0	0	0	59	0	71	49	0	36	0	0	179	186	19	103	0	74	0	0	0	41	0	0	32
ENSDARG00000092527	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
ENSDARG00000040917	0	0	259	134	0	5	82	0	250	0	0	9	0	0	0	101	0	205	10	0	5	0	0	2	2	9	195	0	275	0	0	0	8	0	0	2
ENSDARG00000093393	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000031756	0	0	75	32	31	4	17	0	49	0	0	12	0	0	0	28	0	40	7	0	3	0	0	10	6	3	49	0	26	0	0	0	5	0	0	3
ENSDARG00000001414	0	0	343	198	29	216	204	0	341	0	0	183	0	0	0	156	0	404	302	0	228	0	0	111	154	241	232	0	477	0	0	0	254	0	0	203
ENSDARG00000112515	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000117732	0	0	7	10	51	12	3	0	16	0	0	17	0	0	0	5	0	4	23	0	15	0	0	38	46	13	6	0	13	0	0	0	18	0	0	23
