UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	2
1	0
0	0
0	0
2	0
0	2
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
4	0
0	0
0	0
0	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
7	4
0	85
2	85
0	2
0	7
198	0
25	79
0	297
296	297
0	583
300	606
0	605
263	0
594	0
0	0
0	0
111	10522
4	10496
8	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	52
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	86
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	85
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	71
1	84
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	514
0	514
66	56
0	48
2168	11
57	80
0	80
401	0
100	1101
6	1101
20	120
0	120
1	83
0	25
0	82
1	170
0	77
416	0
1	0
96	0
514	0
1141	271
0	271
13	112
1	108
0	250
1383	223
154	202
409	568
0	44
0	524
0	6
0	3
0	5
120	63
0	12
0	63
4	3326
854	2190
0	3326
0	2179
0	1014
1103	2075
0	2075
0	0
0	0
0	0
0	327
50	327
0	1432
1	1409
46	288
20	233
4495	1
2	0
45	0
126	0
0	4
96	4
0	0
0	0
0	180
2	180
3	59
0	59
0	11
6	0
1	3
0	0
0	3
0	3
3122	0
0	67
0	37
0	67
0	122
63	122
0	0
0	0
0	0
12	3
0	0
191	164
0	164
10	6
238	6
6	73
308	91
0	80
190	27
0	27
2	75
0	90
84	332
0	0
16	0
0	0
322	157
13	131
881	0
252	0
0	2
0	2
185	0
1	292
0	1042
0	297
0	1051
0	317
1	120
0	264
235	264
0	11
3	83
0	83
0	594
0	581
0	603
156	284
0	1279
0	1837
0	1843
0	1843
21	131
2	131
28	854
861	848
41	0
1	63
0	1
1	63
0	1
0	0
0	2
189	245
294	245
0	1
0	0
54	269
24	269
584	0
132	328
84	0
0	68
33	68
3	91
0	57
2	171
561	262
0	264
0	80
1618	344
0	80
42	1032
118	1032
266	0
